Source,Target,Weight,Type
Bennet_Babylon_1902_2,Bennet_Babylon_1902_1,1,undirected
Bennet_Babylon_1902_2,Bennet_Babylon_1902_3,3,undirected
Bennet_Babylon_1902_2,Bennet_Babylon_1902_4,5,undirected
Bennet_Babylon_1902_2,Bennet_Babylon_1902_5,6,undirected
Bennet_Babylon_1902_2,Bennet_Helen_1910_5,3,undirected
Bennet_Babylon_1902_2,Cbronte_Jane_1847_9,2,undirected
Bennet_Babylon_1902_3,Bennet_Babylon_1902_2,3,undirected
Bennet_Babylon_1902_3,Bennet_Babylon_1902_4,1,undirected
Bennet_Babylon_1902_3,Hardy_Madding_1874_4,1,undirected
Bennet_Babylon_1902_3,Ward_Ashe_1905_9,2,undirected
Bennet_Babylon_1902_4,Bennet_Babylon_1902_2,5,undirected
Bennet_Babylon_1902_4,Bennet_Babylon_1902_3,1,undirected
Bennet_Babylon_1902_4,Bennet_Imperial_1930_4,2,undirected
Bennet_Babylon_1902_4,Schreiner_Farm_1883_2,2,undirected
Bennet_Babylon_1902_5,Bennet_Babylon_1902_1,5,undirected
Bennet_Babylon_1902_5,Bennet_Babylon_1902_2,6,undirected
Bennet_Babylon_1902_5,Eliot_Felix_1866_15,1,undirected
Bennet_Babylon_1902_6,Doyle_Hound_1902_2,1,undirected
Bennet_Babylon_1902_6,Hardy_Madding_1874_9,2,undirected
Bennet_Babylon_1902_6,Kipling_Light_1891_1,5,undirected
Bennet_Babylon_1902_6,Meredith_Feverel_1859_5,1,undirected
Bennet_Helen_1910_1,Bennet_Helen_1910_2,6,undirected
Bennet_Helen_1910_1,Bennet_Helen_1910_3,5,undirected
Bennet_Helen_1910_1,Bennet_Helen_1910_4,2,undirected
Bennet_Helen_1910_1,Bennet_Helen_1910_5,1,undirected
Bennet_Helen_1910_2,Bennet_Helen_1910_1,6,undirected
Bennet_Helen_1910_2,Bennet_Helen_1910_3,2,undirected
Bennet_Helen_1910_2,Bennet_Helen_1910_5,5,undirected
Bennet_Helen_1910_3,Bennet_Helen_1910_1,5,undirected
Bennet_Helen_1910_3,Bennet_Helen_1910_2,2,undirected
Bennet_Helen_1910_3,Bennet_Helen_1910_4,5,undirected
Bennet_Helen_1910_4,Bennet_Helen_1910_1,2,undirected
Bennet_Helen_1910_4,Bennet_Helen_1910_3,5,undirected
Bennet_Helen_1910_4,Bennet_Imperial_1930_16,2,undirected
Bennet_Helen_1910_4,Forster_Howards_1910_7,3,undirected
Bennet_Helen_1910_5,Bennet_Babylon_1902_2,3,undirected
Bennet_Helen_1910_5,Bennet_Helen_1910_1,1,undirected
Bennet_Helen_1910_5,Bennet_Helen_1910_2,5,undirected
Bennet_Imperial_1930_1,Bennet_Imperial_1930_3,2,undirected
Bennet_Imperial_1930_1,Bennet_Imperial_1930_4,3,undirected
Bennet_Imperial_1930_1,Bennet_Imperial_1930_18,2,undirected
Bennet_Imperial_1930_2,Bennet_Imperial_1930_5,6,undirected
Bennet_Imperial_1930_2,Bennet_Imperial_1930_14,2,undirected
Bennet_Imperial_1930_2,Bennet_Imperial_1930_16,3,undirected
Bennet_Imperial_1930_3,Bennet_Imperial_1930_1,2,undirected
Bennet_Imperial_1930_3,Bennet_Imperial_1930_4,3,undirected
Bennet_Imperial_1930_3,Bennet_Imperial_1930_12,1,undirected
Bennet_Imperial_1930_3,Bennet_Imperial_1930_22,5,undirected
Bennet_Imperial_1930_4,Bennet_Babylon_1902_4,2,undirected
Bennet_Imperial_1930_4,Bennet_Imperial_1930_1,3,undirected
Bennet_Imperial_1930_4,Bennet_Imperial_1930_3,3,undirected
Bennet_Imperial_1930_4,Bennet_Imperial_1930_6,2,undirected
Bennet_Imperial_1930_4,Bennet_Imperial_1930_8,1,undirected
Bennet_Imperial_1930_4,Bennet_Imperial_1930_11,3,undirected
Bennet_Imperial_1930_4,Bennet_Imperial_1930_12,1,undirected
Bennet_Imperial_1930_4,Bennet_Imperial_1930_15,6,undirected
Bennet_Imperial_1930_4,Bennet_Imperial_1930_16,5,undirected
Bennet_Imperial_1930_5,Bennet_Imperial_1930_2,6,undirected
Bennet_Imperial_1930_5,Bennet_Imperial_1930_12,1,undirected
Bennet_Imperial_1930_5,Bennet_Imperial_1930_14,2,undirected
Bennet_Imperial_1930_6,Bennet_Imperial_1930_4,2,undirected
Bennet_Imperial_1930_6,Bennet_Imperial_1930_11,1,undirected
Bennet_Imperial_1930_6,Bennet_Imperial_1930_24,3,undirected
Bennet_Imperial_1930_6,Braddon_Audley_1862_8,2,undirected
Bennet_Imperial_1930_7,Bennet_Imperial_1930_8,5,undirected
Bennet_Imperial_1930_7,Bennet_Imperial_1930_9,2,undirected
Bennet_Imperial_1930_7,Bennet_Imperial_1930_10,3,undirected
Bennet_Imperial_1930_7,Bennet_Imperial_1930_11,1,undirected
Bennet_Imperial_1930_7,Bennet_Imperial_1930_23,3,undirected
Bennet_Imperial_1930_8,Bennet_Imperial_1930_4,1,undirected
Bennet_Imperial_1930_8,Bennet_Imperial_1930_7,5,undirected
Bennet_Imperial_1930_8,Bennet_Imperial_1930_9,1,undirected
Bennet_Imperial_1930_8,Bennet_Imperial_1930_10,1,undirected
Bennet_Imperial_1930_8,Bennet_Imperial_1930_21,2,undirected
Bennet_Imperial_1930_8,Bennet_Imperial_1930_23,6,undirected
Bennet_Imperial_1930_9,Bennet_Imperial_1930_7,2,undirected
Bennet_Imperial_1930_9,Bennet_Imperial_1930_8,1,undirected
Bennet_Imperial_1930_9,Bennet_Imperial_1930_10,5,undirected
Bennet_Imperial_1930_10,Bennet_Imperial_1930_7,3,undirected
Bennet_Imperial_1930_10,Bennet_Imperial_1930_8,1,undirected
Bennet_Imperial_1930_10,Bennet_Imperial_1930_9,5,undirected
Bennet_Imperial_1930_11,Bennet_Imperial_1930_4,3,undirected
Bennet_Imperial_1930_11,Bennet_Imperial_1930_6,1,undirected
Bennet_Imperial_1930_11,Bennet_Imperial_1930_7,1,undirected
Bennet_Imperial_1930_11,Bennet_Imperial_1930_12,3,undirected
Bennet_Imperial_1930_11,Bennet_Imperial_1930_13,1,undirected
Bennet_Imperial_1930_11,Bennet_Imperial_1930_15,5,undirected
Bennet_Imperial_1930_11,Bennet_Imperial_1930_23,3,undirected
Bennet_Imperial_1930_11,Ford_Girl_1907_2,2,undirected
Bennet_Imperial_1930_11,Ford_Post_1926_5,3,undirected
Bennet_Imperial_1930_12,Bennet_Imperial_1930_3,1,undirected
Bennet_Imperial_1930_12,Bennet_Imperial_1930_4,1,undirected
Bennet_Imperial_1930_12,Bennet_Imperial_1930_5,1,undirected
Bennet_Imperial_1930_12,Bennet_Imperial_1930_11,3,undirected
Bennet_Imperial_1930_12,Bennet_Imperial_1930_14,2,undirected
Bennet_Imperial_1930_12,Bennet_Imperial_1930_24,4,undirected
Bennet_Imperial_1930_13,Bennet_Imperial_1930_11,1,undirected
Bennet_Imperial_1930_13,Bennet_Imperial_1930_22,2,undirected
Bennet_Imperial_1930_13,Bennet_Imperial_1930_24,3,undirected
Bennet_Imperial_1930_14,Bennet_Imperial_1930_2,2,undirected
Bennet_Imperial_1930_14,Bennet_Imperial_1930_5,2,undirected
Bennet_Imperial_1930_14,Bennet_Imperial_1930_12,2,undirected
Bennet_Imperial_1930_14,Bennet_Imperial_1930_24,6,undirected
Bennet_Imperial_1930_15,Bennet_Imperial_1930_4,6,undirected
Bennet_Imperial_1930_15,Bennet_Imperial_1930_11,5,undirected
Bennet_Imperial_1930_15,Bennet_Imperial_1930_16,3,undirected
Bennet_Imperial_1930_15,Bennet_Imperial_1930_17,1,undirected
Bennet_Imperial_1930_15,Bennet_Imperial_1930_18,2,undirected
Bennet_Imperial_1930_16,Bennet_Helen_1910_4,2,undirected
Bennet_Imperial_1930_16,Bennet_Imperial_1930_2,3,undirected
Bennet_Imperial_1930_16,Bennet_Imperial_1930_4,5,undirected
Bennet_Imperial_1930_16,Bennet_Imperial_1930_15,3,undirected
Bennet_Imperial_1930_17,Bennet_Imperial_1930_15,1,undirected
Bennet_Imperial_1930_17,Bennet_Imperial_1930_18,6,undirected
Bennet_Imperial_1930_17,Bennet_Imperial_1930_19,2,undirected
Bennet_Imperial_1930_17,Bennet_Imperial_1930_20,2,undirected
Bennet_Imperial_1930_18,Bennet_Imperial_1930_1,2,undirected
Bennet_Imperial_1930_18,Bennet_Imperial_1930_15,2,undirected
Bennet_Imperial_1930_18,Bennet_Imperial_1930_17,6,undirected
Bennet_Imperial_1930_19,Bennet_Imperial_1930_17,2,undirected
Bennet_Imperial_1930_19,Bennet_Imperial_1930_20,6,undirected
Bennet_Imperial_1930_19,Galsworthy_River_1933_3,1,undirected
Bennet_Imperial_1930_20,Barclay_Postern_1911_2,2,undirected
Bennet_Imperial_1930_20,Barclay_Rosary_1909_3,1,undirected
Bennet_Imperial_1930_20,Bennet_Imperial_1930_17,2,undirected
Bennet_Imperial_1930_20,Bennet_Imperial_1930_19,6,undirected
Bennet_Imperial_1930_20,Bennet_Imperial_1930_21,1,undirected
Bennet_Imperial_1930_20,Bennet_Imperial_1930_25,4,undirected
Bennet_Imperial_1930_20,Ford_Soldier_1915_7,1,undirected
Bennet_Imperial_1930_20,Galsworthy_River_1933_1,2,undirected
Bennet_Imperial_1930_21,Bennet_Imperial_1930_8,2,undirected
Bennet_Imperial_1930_21,Bennet_Imperial_1930_20,1,undirected
Bennet_Imperial_1930_21,Bennet_Imperial_1930_25,3,undirected
Bennet_Imperial_1930_22,Bennet_Imperial_1930_3,5,undirected
Bennet_Imperial_1930_22,Bennet_Imperial_1930_13,2,undirected
Bennet_Imperial_1930_22,Bennet_Imperial_1930_24,3,undirected
Bennet_Imperial_1930_22,Bennet_Imperial_1930_25,4,undirected
Bennet_Imperial_1930_23,Bennet_Imperial_1930_7,3,undirected
Bennet_Imperial_1930_23,Bennet_Imperial_1930_8,6,undirected
Bennet_Imperial_1930_23,Bennet_Imperial_1930_11,3,undirected
Bennet_Imperial_1930_23,Bennet_Imperial_1930_25,1,undirected
Bennet_Imperial_1930_24,Bennet_Imperial_1930_6,3,undirected
Bennet_Imperial_1930_24,Bennet_Imperial_1930_12,4,undirected
Bennet_Imperial_1930_24,Bennet_Imperial_1930_13,3,undirected
Bennet_Imperial_1930_24,Bennet_Imperial_1930_14,6,undirected
Bennet_Imperial_1930_24,Bennet_Imperial_1930_22,3,undirected
Bennet_Imperial_1930_25,Bennet_Imperial_1930_20,4,undirected
Bennet_Imperial_1930_25,Bennet_Imperial_1930_21,3,undirected
Bennet_Imperial_1930_25,Bennet_Imperial_1930_22,4,undirected
Bennet_Imperial_1930_25,Bennet_Imperial_1930_23,1,undirected
Blackmore_Erema_1877_1,Blackmore_Erema_1877_2,6,undirected
Blackmore_Erema_1877_1,Blackmore_Erema_1877_3,5,undirected
Blackmore_Erema_1877_1,Blackmore_Erema_1877_6,1,undirected
Blackmore_Erema_1877_1,Blackmore_Lorna_1869_14,1,undirected
Blackmore_Erema_1877_2,Blackmore_Erema_1877_1,6,undirected
Blackmore_Erema_1877_2,Blackmore_Erema_1877_3,4,undirected
Blackmore_Erema_1877_2,Blackmore_Erema_1877_4,2,undirected
Blackmore_Erema_1877_2,Blackmore_Erema_1877_6,2,undirected
Blackmore_Erema_1877_2,Blackmore_Erema_1877_15,2,undirected
Blackmore_Erema_1877_2,Blackmore_Erema_1877_16,1,undirected
Blackmore_Erema_1877_2,Blackmore_Springhaven_1887_8,1,undirected
Blackmore_Erema_1877_3,Blackmore_Erema_1877_1,5,undirected
Blackmore_Erema_1877_3,Blackmore_Erema_1877_2,4,undirected
Blackmore_Erema_1877_3,Blackmore_Erema_1877_11,1,undirected
Blackmore_Erema_1877_3,Blackmore_Springhaven_1887_9,2,undirected
Blackmore_Erema_1877_4,Blackmore_Erema_1877_2,2,undirected
Blackmore_Erema_1877_4,Blackmore_Erema_1877_5,5,undirected
Blackmore_Erema_1877_4,Blackmore_Erema_1877_9,1,undirected
Blackmore_Erema_1877_5,Blackmore_Erema_1877_4,5,undirected
Blackmore_Erema_1877_5,Blackmore_Erema_1877_8,5,undirected
Blackmore_Erema_1877_5,Blackmore_Springhaven_1887_10,1,undirected
Blackmore_Erema_1877_6,Blackmore_Erema_1877_1,1,undirected
Blackmore_Erema_1877_6,Blackmore_Erema_1877_2,2,undirected
Blackmore_Erema_1877_6,Blackmore_Erema_1877_12,5,undirected
Blackmore_Erema_1877_7,Anon_Clara_1864_7,1,undirected
Blackmore_Erema_1877_7,Blackmore_Erema_1877_10,2,undirected
Blackmore_Erema_1877_7,Blackmore_Erema_1877_13,4,undirected
Blackmore_Erema_1877_7,Blackmore_Erema_1877_14,2,undirected
Blackmore_Erema_1877_7,Blackmore_Lorna_1869_18,5,undirected
Blackmore_Erema_1877_7,Blackmore_Springhaven_1887_15,1,undirected
Blackmore_Erema_1877_8,Blackmore_Erema_1877_5,5,undirected
Blackmore_Erema_1877_8,Blackmore_Erema_1877_9,6,undirected
Blackmore_Erema_1877_8,Blackmore_Erema_1877_10,1,undirected
Blackmore_Erema_1877_8,Blackmore_Erema_1877_12,1,undirected
Blackmore_Erema_1877_8,Blackmore_Lorna_1869_5,1,undirected
Blackmore_Erema_1877_9,Blackmore_Erema_1877_4,1,undirected
Blackmore_Erema_1877_9,Blackmore_Erema_1877_8,6,undirected
Blackmore_Erema_1877_9,Blackmore_Erema_1877_10,3,undirected
Blackmore_Erema_1877_9,Blackmore_Erema_1877_11,3,undirected
Blackmore_Erema_1877_9,Blackmore_Springhaven_1887_16,2,undirected
Blackmore_Erema_1877_10,Blackmore_Erema_1877_7,2,undirected
Blackmore_Erema_1877_10,Blackmore_Erema_1877_8,1,undirected
Blackmore_Erema_1877_10,Blackmore_Erema_1877_9,3,undirected
Blackmore_Erema_1877_11,Blackmore_Erema_1877_3,1,undirected
Blackmore_Erema_1877_11,Blackmore_Erema_1877_9,3,undirected
Blackmore_Erema_1877_11,Blackmore_Erema_1877_12,3,undirected
Blackmore_Erema_1877_11,Blackmore_Lorna_1869_16,3,undirected
Blackmore_Erema_1877_12,Blackmore_Erema_1877_6,5,undirected
Blackmore_Erema_1877_12,Blackmore_Erema_1877_8,1,undirected
Blackmore_Erema_1877_12,Blackmore_Erema_1877_11,3,undirected
Blackmore_Erema_1877_13,Blackmore_Erema_1877_7,4,undirected
Blackmore_Erema_1877_13,Blackmore_Erema_1877_14,4,undirected
Blackmore_Erema_1877_13,Blackmore_Lorna_1869_18,6,undirected
